src_port,dst_port,protocol,app_service,flow_duration,src_bytes,dst_bytes,connection_state,missed_data,tcp_flags,src_packets,src_ip_bytes,dst_packets,dst_ip_bytes,label
10911,80,0,3,2.694967563111252,8541,9147,1,114,4,49,997,10,456,0
48309,110,0,3,0.3996019759351659,3739,1238,3,32,2,41,467,32,1333,0
55584,21,1,3,2.195104764489563,5756,2162,2,447,4,21,933,16,1286,0
18664,110,0,6,2.7342264112268744,1636,9820,0,186,5,2,1097,,943,0
42930,80,1,5,2.2046929716252444,3024,5172,1,163,3,32,1101,,103,0
7459,110,0,3,0.08668821600559307,5216,3911,2,28,1,38,962,39,220,0
34949,110,0,5,0.8436585689658332,7779,7351,4,93,0,16,1287,21,85,1
61958,110,1,1,1.8195436511784802,,7305,4,146,2,18,151,22,125,0
2114,443,0,2,0.1273690948415891,3033,5856,5,259,3,3,127,28,992,0
56633,25,2,1,3.204855578309412,9877,,1,218,4,28,1068,14,88,0
5777,53,1,3,0.801715662866046,3079,2408,2,174,2,24,875,5,1494,0
11612,110,1,2,1.0464449497947654,3618,4995,3,474,5,32,475,28,897,0
50124,80,2,0,3.1668017562261737,2137,9642,3,142,2,1,493,42,535,0
24936,53,0,0,1.824682762199576,4203,,1,470,2,,1293,,1222,0
11683,110,1,3,2.73579744516619,5939,2629,0,75,0,6,1040,20,418,0
54404,110,0,0,0.6245778361272226,1209,8409,3,116,3,41,1197,8,100,0
40440,110,1,5,4.030746420170784,1660,6796,3,424,0,25,308,13,482,0
2873,80,0,2,0.9924017822909575,4824,8835,3,386,2,24,751,38,853,0
6071,443,1,0,0.6859761625257883,7776,1642,5,457,4,20,401,,1022,0
33781,443,1,5,0.010604572357602482,7879,9795,3,339,4,48,1472,33,298,0
16668,443,1,0,0.10021750828121201,246,3075,5,311,2,,1336,16,646,0
55366,22,2,6,0.6570645379430086,1758,9733,2,270,2,28,724,26,254,0
31351,22,1,5,1.4032726584048962,4809,8373,0,392,4,40,390,37,1236,0
61425,21,2,2,0.0325090455636905,9326,4155,2,198,2,1,1496,,1439,0
49973,80,2,2,0.1734810910069433,3995,6316,4,368,4,45,177,26,629,0
60115,443,0,5,1.4721491463554672,,8062,2,311,4,16,1295,34,1078,0
29450,443,0,1,1.6923019023531778,9655,2496,5,253,4,34,1153,,326,0
18168,22,1,6,2.788538584542061,,6547,4,89,2,39,932,,1480,0
27235,80,2,4,1.211574517117103,7442,,3,407,0,4,922,21,299,0
5191,443,0,3,6.421888076413701,9049,3947,1,310,1,24,161,22,1048,0
11709,80,1,4,6.986585275664056,918,6623,1,312,2,43,362,6,632,0
33473,110,1,5,1.428155195946618,7685,5449,1,354,4,37,546,8,318,0
15677,110,0,4,2.386205892879984,6039,,4,224,4,8,359,19,761,0
65114,22,2,1,0.6194567254949923,,5137,2,485,5,46,256,,591,1
25839,110,0,0,1.6847947401746668,891,3606,2,288,2,19,1433,44,443,0
55397,21,0,2,2.2997050241868964,,8903,5,156,4,33,968,,1452,0
60481,110,2,2,0.07279591588785306,2696,5665,0,227,4,4,664,19,1015,0
40130,110,2,1,0.9705593104242952,3912,5536,3,360,2,19,843,3,496,1
40710,53,0,2,1.3037555085188552,7052,3681,2,149,0,38,1222,34,605,0
55694,80,2,4,1.9848122215037234,4385,5785,5,3,5,21,104,8,1237,0
60047,22,2,5,2.5964344344831902,5881,3828,2,266,0,15,680,48,498,0
18504,25,0,1,2.084136367220262,3818,2592,2,108,3,29,328,39,62,0
16568,443,0,1,0.4224384692758443,7800,7506,3,130,2,34,864,24,166,0
39184,21,0,0,2.224725404389322,1477,6530,2,338,5,46,894,,438,0
42965,21,2,4,0.335465590385839,6921,501,3,22,0,4,938,,251,1
37011,110,1,5,0.45386514819177415,3812,431,0,434,1,5,1067,19,1044,0
1574,443,0,2,2.0941545836455084,5249,4332,3,200,1,11,250,21,1196,0
4286,80,1,1,1.3641268127304846,1141,1000,4,155,4,46,64,47,908,0
43936,80,2,0,0.7892803942248067,5215,6558,2,335,2,20,1256,22,411,0
54007,25,0,6,2.515753691523276,6252,768,5,125,5,1,186,,220,0
11362,25,2,4,3.579795678204636,2954,9705,1,41,4,25,302,41,204,0
24256,110,0,4,2.5398802127326476,,1186,0,462,3,17,1027,29,1008,0
50261,53,0,0,0.38405664010661233,6783,8673,3,157,5,33,1077,,544,1
49886,53,2,5,,3073,6625,1,358,4,13,1459,29,940,0
58522,21,1,4,0.07924705525292186,2252,4079,0,356,1,49,1253,1,942,0
45603,53,0,5,0.691884290160082,7136,4230,1,86,2,18,631,30,1158,0
48062,22,2,4,0.5761337895821845,1661,7008,0,13,0,29,644,18,340,0
20593,22,2,2,2.938420822473729,8309,2185,5,74,5,22,207,17,1015,0
41722,80,2,0,0.5048662499773147,4033,,1,121,3,11,526,26,858,0
41910,443,1,6,1.3563656450646495,7066,9251,1,214,3,20,556,27,350,0
18824,80,0,4,3.188481224571443,9440,6115,1,265,0,22,457,21,105,1
34374,21,1,1,1.0554381440762826,5729,7405,5,102,3,17,1391,29,146,0
58479,25,1,3,0.12944113960432713,1887,1067,0,364,5,32,127,26,799,0
53282,22,1,2,6.745973077677515,563,,5,238,3,22,131,26,1274,1
30452,25,2,6,0.4747305989516819,8911,8019,4,490,3,12,468,45,1213,0
51152,80,0,5,0.008051517203514491,6745,9811,4,369,3,10,381,,844,0
24624,53,0,1,1.7065092092760634,5847,6095,4,131,3,22,882,2,510,0
57873,25,2,0,,5772,8327,2,252,3,7,422,19,308,0
2494,22,1,1,1.22708785225434,1898,5729,1,151,4,12,279,47,349,0
9487,21,2,3,0.16085581826101292,9245,5871,2,431,4,24,590,9,1206,0
24708,443,1,0,1.2006752816590516,9891,6403,5,119,3,32,1107,17,847,0
23748,25,1,6,2.254434046190201,,3356,1,210,5,49,227,9,258,0
37072,53,0,1,0.8517237431991743,6679,371,3,259,3,10,1456,27,1026,0
22195,53,2,5,,4804,8024,2,356,2,10,682,26,1397,0
30461,21,1,0,,9212,9391,1,118,3,4,1020,19,350,0
35337,21,0,4,0.4437379294117314,893,5005,5,358,1,42,822,35,575,0
3585,443,1,0,0.1963385848012984,1154,5167,0,106,5,41,318,2,554,0
33324,80,2,6,2.750631765634557,,4798,5,235,0,8,398,17,1140,0
27616,21,2,5,1.3156187648028133,9567,3906,0,481,1,49,638,9,1383,0
50982,53,2,1,2.1620640507053612,4637,3035,4,421,5,32,610,26,744,0
31568,110,0,3,2.145891701331327,,8954,5,428,4,17,463,20,295,0
31380,53,0,5,1.333852158701946,6945,8724,3,151,4,16,612,1,950,0
47392,53,2,4,1.2370670678370441,7981,1300,3,48,5,49,157,41,994,0
8040,53,2,4,1.4234600945175377,9678,2450,5,378,3,30,1229,26,1242,0
27542,443,2,1,0.24096554888525024,145,9737,5,204,1,34,242,43,586,0
19796,22,2,0,1.7308937360591738,3490,6677,2,69,0,34,302,33,846,0
19570,22,2,6,1.120362546649276,1617,6379,1,165,3,31,1336,49,1027,1
41399,21,1,4,1.2009772881833505,,6243,4,27,0,,981,25,61,1
52145,110,2,5,0.6785840028316958,6825,4302,2,52,3,36,557,,198,0
17767,22,0,0,0.6881522095353046,9047,,4,61,0,18,425,6,413,0
46066,22,0,6,2.029047177119049,7885,3710,4,306,1,46,122,,664,0
57095,25,2,3,0.024381869990923732,3943,,4,389,5,19,772,,487,0
56787,25,0,5,1.5365185369384415,2703,2283,1,499,0,16,1018,11,1144,0
15211,21,0,6,0.3141771304875922,8018,3804,1,404,4,5,792,25,1088,1
64709,110,1,5,0.3256743788646188,679,5967,4,411,5,34,1235,15,728,0
39822,110,1,3,1.5720133037379704,6905,4192,5,4,1,32,129,48,1479,0
50697,25,1,1,2.0869624282721433,7247,6927,1,422,1,34,643,42,713,1
9746,22,0,5,1.0905459025152036,1263,4849,2,47,5,13,483,6,533,0
8662,80,0,5,1.5281183554678819,4936,,5,484,3,23,594,31,464,0
41356,21,1,5,1.1087482957446235,4178,9232,0,234,0,38,967,28,231,0
2848,22,1,6,,6840,2661,3,176,3,20,144,26,686,0
35024,80,2,2,0.16137682951650834,2030,,0,93,1,10,982,17,313,0
34194,25,0,2,4.650069799519868,9998,2378,1,232,2,23,430,,1161,0
14321,53,1,0,0.3544950014814676,4934,5027,0,264,4,24,420,20,1333,0
12462,53,2,6,5.64845236774956,6674,5781,2,36,4,49,332,,903,0
23991,443,2,4,0.01058757199034055,933,5204,1,230,1,10,841,42,684,0
1163,110,1,3,2.4031062579814675,,1715,4,440,5,22,110,17,579,0
48426,53,1,3,0.5393629952164131,4790,2350,4,189,2,36,358,,1268,0
45362,53,1,3,0.0013603726535722505,5038,3077,5,158,1,4,785,,87,0
21085,22,0,0,,1824,7486,1,241,2,32,514,40,362,0
21114,21,0,3,0.40757214811616116,9192,7332,5,28,2,,1036,10,760,0
3775,25,0,3,0.15174462143026668,,6170,5,363,0,8,420,12,928,0
18833,443,2,0,0.4245175141898081,6641,6902,5,241,1,6,908,28,758,0
47074,80,2,3,3.6393809654358056,8127,6906,1,128,2,9,581,29,366,0
52148,443,2,5,0.7349072195917984,,4262,3,251,4,10,1228,42,335,0
15467,443,2,3,2.1476137385327916,,,5,96,1,38,535,2,1003,0
46824,21,2,4,0.7137147617675008,1389,4156,2,466,2,9,1422,24,1324,0
34258,53,1,4,1.0402808166299404,7579,5957,1,288,0,49,1204,,880,0
52398,22,1,2,0.8913775998482341,8811,3561,1,187,2,23,1030,23,674,0
45553,443,2,6,1.181502867474103,6869,9813,4,38,1,9,495,24,1034,0
5151,22,0,5,0.34556480856097993,6,9622,3,61,2,30,1110,10,1235,0
61192,80,0,2,2.2821126441356956,4907,9236,0,90,2,38,1281,39,206,0
2795,21,0,5,0.5543023179531621,2702,2128,2,438,4,18,258,39,1305,0
63465,110,0,0,2.102073754724718,9341,3791,1,114,1,11,259,8,1461,0
34811,80,1,4,0.16259185576492863,270,2475,2,467,3,9,679,39,391,0
35316,53,1,1,1.8345989764212511,1641,2533,1,7,0,10,248,29,641,0
45681,22,0,2,0.3422347366208651,2125,2261,0,346,0,27,414,29,884,0
46581,110,2,6,0.35444900048770034,4242,3680,2,73,2,7,399,21,585,0
27175,22,1,0,3.824906973385945,4731,99,0,324,2,28,1184,46,664,0
29504,443,1,3,0.05165945927335902,,708,4,179,4,,363,46,1499,0
56146,53,2,6,0.155688706635015,1721,8934,2,355,1,28,729,24,859,0
48884,443,2,4,1.5800874781657444,8862,7210,2,150,2,20,180,23,941,0
61878,443,1,6,1.3631697920558028,4832,8500,5,371,0,17,205,47,1286,0
63563,80,2,0,0.3732564067873212,6131,8795,3,76,0,24,772,,378,0
3215,21,2,3,3.973105174937086,9430,3230,2,411,0,40,1202,21,1373,1
26943,80,1,0,1.3704919502376407,4145,243,1,150,4,21,1121,41,1099,0
13140,53,2,6,1.365105833880446,6118,1483,2,290,0,13,1103,2,860,0
2710,53,0,6,0.4452809627461447,2470,2577,1,37,0,36,538,20,638,0
64357,443,2,3,2.0515926641730693,3170,1955,2,194,2,12,237,,247,0
29477,110,1,3,0.013964644945826388,9114,9802,1,283,3,30,142,29,1498,0
44107,110,0,3,3.78267606106431,6659,968,5,252,1,14,1365,19,662,0
44755,21,1,0,2.853540988800138,8615,7501,2,85,0,38,595,10,1146,0
43953,80,2,0,1.2017553049909808,4884,4660,1,73,1,42,897,41,753,0
9136,80,2,5,2.356325247363279,6950,3133,2,296,2,15,157,49,1035,0
63891,110,2,2,1.6498679856460041,7092,2813,4,257,1,24,1057,3,1207,1
24732,21,2,6,0.06597076844302352,7511,4316,0,433,1,2,879,14,841,1
54910,21,2,1,1.010628176038865,9062,3367,1,336,2,45,1278,23,524,1
3853,21,1,5,0.222366147079186,4882,,0,437,1,,142,33,1430,0
16050,25,2,5,0.40480908842530927,1017,4744,2,339,5,26,1048,43,293,1
27233,25,1,2,3.2620738144047716,7808,8398,5,11,0,32,920,,571,0
61254,25,1,6,0.853312777527355,9649,9004,4,334,2,3,986,39,1292,0
57276,110,0,0,0.29849779176415114,7580,4283,2,70,2,3,1032,23,1246,0
48252,110,1,3,0.8743922329104418,193,1881,1,255,2,4,318,6,824,0
46033,22,1,0,0.15583070970273205,3693,8293,5,477,5,41,1202,14,1048,0
29420,21,2,5,0.5332478631101664,554,9288,1,480,5,19,674,10,1248,1
65270,110,0,1,3.741038161553632,3395,6787,1,201,1,42,1023,42,183,0
53672,21,1,2,5.421862472689231,2435,7756,4,183,5,17,74,30,1218,0
65322,25,0,1,0.24594365642816052,,6493,2,207,0,26,1381,15,774,1
56496,443,1,1,1.2001212696906365,3814,5793,1,490,3,45,582,3,1167,0
20070,21,2,3,0.7482795084756465,971,158,4,213,1,45,1109,11,591,0
40408,25,0,4,0.7002964718898853,2031,997,0,202,4,13,906,46,488,0
4850,25,2,4,,9014,4731,0,187,3,35,466,2,768,1
4949,22,0,5,0.8671790770834004,3364,5508,2,255,4,22,1315,49,1311,0
57110,25,2,1,2.316732392032041,7742,4020,5,273,2,44,648,5,307,0
39203,80,1,6,1.3286020452828462,3317,2205,0,240,5,2,516,19,1429,0
59715,25,0,5,0.3479168593727364,6062,4523,2,380,1,37,1418,21,1174,0
47895,22,0,3,1.2394061183679537,8441,,5,257,2,1,1119,39,1185,1
26637,22,0,3,0.5183255407406793,2291,3759,2,349,3,21,505,,1439,0
65219,80,0,0,2.128069316311289,5861,1067,3,207,4,11,1013,,833,0
51175,80,2,0,0.9084199680174337,1635,92,3,403,3,41,1480,12,279,0
41834,80,2,3,2.0297401920903706,8031,8197,1,18,2,32,781,13,1449,0
47462,21,0,2,0.5292327763715596,5777,3862,4,196,0,42,246,10,1210,0
14171,21,1,4,0.14910656443986925,521,9775,4,53,4,8,663,13,1286,0
33655,25,0,2,4.653518874030815,8796,237,5,96,4,13,1483,,1256,0
52680,53,2,3,1.393923456432484,,8107,5,116,5,15,989,6,838,0
54450,25,1,2,0.8670290738428548,1657,8740,4,197,1,16,279,23,411,0
38596,53,1,6,0.830704289112306,4349,1808,3,308,5,30,681,10,416,0
11185,110,0,6,0.06067165396534513,7244,4125,0,337,2,29,1073,30,306,0
15928,443,2,3,0.6743499113618924,533,7801,0,495,5,36,1333,8,832,0
14389,110,0,4,1.0667763890183308,,5319,3,448,3,46,1270,,608,0
28048,21,1,3,0.535682915715025,,9603,3,207,0,34,738,38,357,0
45048,110,2,6,0.6357030764676961,2085,,2,191,1,18,621,30,629,0
4229,53,1,5,0.8289142504417938,1136,8715,5,243,3,7,1086,14,1288,0
8280,443,1,2,1.0704454682820785,1874,8815,3,2,0,17,656,14,266,0
37413,110,1,1,1.4547177697824525,404,4889,3,183,0,20,207,47,693,0
63494,53,2,4,,2944,8655,3,17,2,41,1244,,826,1
13140,25,1,2,0.7763181141984503,,7515,2,373,2,47,279,33,1352,0
4995,25,2,2,0.7607587780674459,394,8376,3,104,5,,624,1,220,0
33902,22,0,5,1.1486501577513857,,1686,0,237,2,35,1058,32,1076,0
5176,22,2,1,1.8628325863567643,8732,7911,3,321,5,48,613,8,64,0
22492,53,0,1,1.9176927715107444,3708,3319,2,113,3,10,201,11,1256,0
5784,25,1,2,0.4432479188259486,461,1015,0,457,3,26,812,,533,0
6946,443,1,5,2.4557953962339494,1361,8277,2,15,5,25,453,9,157,0
3803,80,0,3,1.152520241357465,1236,3385,3,411,2,16,1172,21,630,0
63071,110,0,2,2.189876651545743,1202,6201,1,444,0,45,933,,219,0
6629,22,0,0,3.5904749089098864,6967,6965,1,463,3,1,1200,11,1399,0
15039,443,0,6,3.2384553041700475,5543,8181,3,5,3,5,1279,9,746,0
34606,21,1,1,0.08584719783693329,9740,5865,1,412,5,32,358,17,737,0
5245,25,2,1,0.6548174893996338,4878,,2,184,4,33,490,38,1116,0
44886,80,2,5,4.179586635591461,8153,420,0,62,1,33,99,32,625,0
15956,22,0,5,2.2045349682118696,8829,2046,5,207,0,47,1255,20,1322,0
7225,80,0,2,1.5502028325626247,1807,,1,76,0,20,487,44,1334,0
4726,80,0,4,0.18900142629540606,7098,1535,4,445,0,9,704,36,944,0
8394,22,0,1,0.16263685673709216,9381,7438,4,288,4,31,895,22,1053,0
11259,53,1,6,0.12634307267625644,,9062,2,1,0,45,1299,,1177,0
1250,22,1,5,1.0631103098193937,6952,4934,3,268,5,42,924,43,1439,0
12086,22,2,2,0.9312784618333925,,7376,0,175,0,46,507,14,1298,0
51380,80,0,3,0.18131626027144776,5866,9358,2,31,2,11,495,18,1107,0
57870,80,0,2,4.900081200559003,2616,1740,1,35,5,6,140,28,393,0
43759,443,0,1,3.587257839410983,9485,1587,3,108,3,34,1207,34,686,0
29798,443,0,5,0.1318921925548442,2621,244,3,4,3,34,1474,10,729,0
22443,80,2,2,2.126352279217843,218,9462,2,263,4,12,984,3,500,0
16115,80,2,2,0.5922571378976409,6344,6272,0,462,0,45,1434,17,80,0
21112,25,1,6,1.6533390606322318,8115,5440,2,374,3,35,325,2,356,0
49047,53,2,5,0.853152774070773,2386,8750,3,323,1,36,444,,504,1
19388,25,1,4,2.919437412371868,1741,4204,3,280,4,48,658,,99,0
33127,53,0,6,,5331,7589,2,350,4,16,1370,18,445,0
49007,22,1,3,1.9900033336482084,8042,2621,4,480,2,7,486,33,1169,1
53894,443,1,5,0.13170618853656713,639,9547,5,272,1,43,821,34,739,0
57076,53,1,6,0.3675852842730898,9576,4384,1,184,5,40,1066,11,147,1
19092,22,2,3,2.1132679965558427,8455,3118,2,248,4,5,535,32,774,0
31426,110,2,2,1.4587788575148264,4820,4918,4,384,4,39,1330,41,689,0
37220,443,0,1,0.2901936123675408,1832,3358,4,253,4,38,165,40,919,0
58768,110,1,2,1.5209412004185716,2480,5426,5,392,0,47,854,30,344,0
36513,25,0,5,3.860332738694823,,8179,4,345,2,44,1171,46,576,0
54124,110,1,6,0.008378524267904197,1299,3141,3,237,2,10,413,40,1048,0
48867,25,1,1,1.4291112165996964,528,1563,2,282,3,25,1107,12,1456,0
16174,22,0,1,0.18013723480075838,8719,,5,352,1,7,1379,,172,0
1561,53,0,2,1.8282728397566368,3744,8727,3,143,5,35,384,11,333,1
50863,443,2,1,3.012378420192385,5628,3040,2,158,5,9,1348,1,652,0
48402,22,2,4,,2579,8037,4,40,0,39,1332,12,597,0
15896,25,2,3,0.9059779152613496,9415,1797,3,298,1,34,130,15,708,0
47836,443,1,0,1.7163224212725638,5344,5829,2,313,4,24,65,32,602,1
40338,443,1,6,0.07572697920811633,7905,6964,3,64,3,39,398,41,308,0
27531,443,0,2,2.672850085303589,1239,8685,2,322,1,43,343,30,160,0
30593,25,0,1,2.4776348680358007,,,1,88,2,4,409,,486,0
13228,443,1,6,3.424086314388569,7781,,4,292,3,47,79,30,651,0
40438,53,0,0,0.3390706682669544,8166,7102,1,404,4,7,675,28,345,0
19824,22,2,6,0.9781104735533661,5995,6696,5,44,4,25,174,6,791,0
15453,53,2,3,0.905396902709636,3366,3469,0,398,3,31,819,7,811,0
58923,21,1,6,0.874513235524482,4990,1979,0,208,3,49,518,34,1386,0
20183,22,1,3,0.3419867312631628,,5538,1,374,1,30,375,7,1281,0
15001,110,0,6,1.0603622504525962,7889,9490,5,198,0,12,490,6,63,0
35616,53,0,3,1.6174592855153018,8675,7890,4,2,3,19,268,,855,0
28486,21,2,1,2.416697551596512,2445,1189,1,496,5,15,534,,1191,1
12916,110,0,3,0.7494795344000121,2926,6069,0,289,1,9,742,7,277,0
21282,80,0,4,1.5091789463165808,6659,3369,4,257,3,28,1453,,1023,0
36236,25,0,6,0.5914371201826576,3855,8866,2,77,5,42,839,10,63,0
56936,25,1,3,3.237039273579296,4319,3755,3,369,4,41,719,29,162,0
48451,80,1,2,1.5872336325453418,155,4143,3,424,0,37,1422,42,1346,0
9595,22,0,6,3.0996723060171583,4433,22,1,1,3,32,684,22,868,0
13851,21,2,5,2.8106220616152005,,7841,5,280,2,49,502,37,351,0
23969,25,2,0,0.2619970032313623,8524,7064,0,198,4,22,796,31,243,0
63583,53,1,2,5.901444833189141,1321,,4,207,0,21,117,3,804,0
25681,80,1,4,3.213513765353711,6054,8656,5,370,1,28,687,33,730,0
4208,80,2,1,0.19062246131490324,,9528,2,480,3,14,285,,1473,0
33506,53,1,5,6.462386951317835,5529,9298,3,176,3,40,133,,1329,0
33388,443,2,2,0.5259027044314449,9937,7291,2,298,4,13,819,19,838,0
47164,80,1,3,0.5149624680876447,1410,6097,4,134,1,45,319,7,1399,0
4942,21,0,4,0.2522077917533492,,8124,0,284,1,,1024,20,159,0
21049,21,2,6,2.143009639069642,2336,3273,2,144,0,45,94,41,1157,0
8774,443,0,1,2.4413380839101535,7737,6837,1,70,1,2,432,46,1124,1
44161,21,1,6,0.24717268297903172,2248,1463,4,426,0,31,460,,312,1
1722,53,0,5,0.5343948878895393,7512,5523,0,252,3,25,93,,368,0
21323,21,2,5,0.05019542764563312,,5709,1,278,2,30,272,22,1342,0
50790,22,1,2,1.5781334359522357,9969,2873,5,123,1,32,722,15,1368,0
18973,443,0,2,2.88885775175422,8070,3780,1,422,5,18,650,20,954,0
1948,443,1,1,0.1343792462830915,1574,2449,0,457,3,27,914,47,346,0
65287,443,1,3,1.3194998486465326,,6039,3,163,3,42,411,11,922,1
60540,25,2,6,0.5516712611139902,3190,,2,411,2,35,674,7,1425,0
31174,110,2,0,0.20753482667562984,7274,651,1,486,4,27,1219,,1137,0
6302,80,2,4,1.1136334012783955,3412,6930,4,39,3,15,1291,45,1340,1
30382,21,1,2,0.028280954223508514,8731,,4,415,0,8,870,48,1250,1
11469,21,1,2,1.8136125230473028,5984,4915,3,282,1,11,746,5,317,0
58605,110,2,1,1.9275009833992265,26,2200,3,179,3,6,1092,8,196,0
40775,80,0,0,2.6851093501425876,5509,508,4,422,1,37,734,45,1134,0
20930,53,0,3,0.9848436190106612,502,9135,0,368,5,22,597,47,878,0
26247,80,0,6,3.527020538094241,506,49,5,127,4,14,1124,12,296,0
37985,80,0,1,0.36573824437117053,6001,7158,5,335,0,8,1293,12,985,0
8937,25,1,3,0.8708481563471484,8006,8659,1,81,1,20,1160,43,131,0
40296,53,1,0,0.395849894878316,4687,,3,166,0,10,487,25,1458,0
53386,21,1,1,1.6535870659899339,8318,,1,323,0,13,1156,,267,0
23615,80,0,4,1.8057613534371406,4589,7029,3,295,1,23,778,23,1375,0
63667,53,2,0,4.60485282268977,2813,5705,2,327,5,2,463,37,789,0
1425,110,0,0,2.8179522199698672,1813,3221,1,374,3,14,1059,13,1118,0
51727,53,1,3,1.1453290860057037,5166,9193,5,214,0,12,1097,,415,0
29925,110,0,2,1.7134433590756897,1872,3513,3,164,1,29,269,27,287,1
27435,25,2,1,2.6325432145473533,,1576,0,232,0,29,290,27,611,0
1846,22,2,4,0.6361350858004676,4060,,0,397,4,48,1004,21,88,0
28560,110,1,0,1.0723005083568276,7311,4848,0,120,5,33,737,36,677,0
30601,443,2,6,1.0326386515349384,5678,7087,0,315,1,39,849,41,803,0
46280,22,2,2,0.4043250779691483,4397,2974,2,229,2,23,448,42,1085,0
39650,21,1,6,3.3048147377442616,4306,5562,5,467,5,26,782,42,1231,1
50827,80,2,4,0.18729338939639217,328,3411,1,143,3,40,1180,33,60,0
64681,80,2,2,0.5859300012114228,,1319,0,40,0,41,742,17,1140,0
16628,53,0,5,0.059836635926307835,5915,3773,5,377,1,21,1438,44,693,0
30698,443,2,4,2.4503272781052563,,2136,0,387,3,42,629,35,159,0
60120,80,2,0,0.038776180953690176,4868,3848,0,338,0,7,720,41,375,0
2401,53,2,1,0.29109763189722937,2038,9500,5,169,3,5,686,8,666,0
30239,53,1,6,0.6324180054997451,2451,7876,0,294,1,26,715,,993,0
49262,22,1,4,5.6807840662167814,6099,8058,1,313,2,21,1499,12,1375,0
54203,25,2,4,0.5443241023920615,8126,,0,347,3,24,1050,29,517,0
8776,22,0,6,3.6410030004769065,4258,9036,2,40,5,15,348,14,1093,1
18641,22,2,4,6.0820067338988215,5259,4569,1,492,1,6,941,38,588,0
13444,22,0,6,1.5480087851642428,57,4868,2,183,3,28,358,1,865,0
5047,80,2,2,5.8632280075845085,778,2535,3,349,3,44,1279,3,490,0
24711,22,0,0,1.8379180481237258,7380,8823,2,35,1,29,144,20,1209,0
9782,443,0,0,1.2943903062007847,8008,6230,1,50,3,20,988,45,208,0
64516,443,0,2,1.6122601731979878,,,4,394,4,14,119,2,1141,0
33625,25,0,1,1.640673787022156,8415,3519,3,192,3,48,1376,3,667,0
22289,443,0,5,,6246,4939,5,482,3,24,1074,3,615,0
3112,22,1,4,1.1517382244634198,6724,4645,0,147,0,28,1265,6,210,0
4115,110,1,2,1.4647139857324183,2725,4559,3,343,1,21,1345,30,1388,0
25110,22,2,1,0.4015570181702781,5063,7775,0,496,0,43,986,,1332,1
19211,25,2,1,,4763,4616,3,72,5,8,1077,16,233,0
42946,53,0,6,0.6457672938867095,9523,,5,32,1,17,1225,41,187,1
4862,80,1,2,0.013324631119497887,5090,9748,0,196,3,2,393,30,912,0
57411,110,1,3,1.704950175595992,9892,2586,0,192,4,39,1078,23,1221,1
43064,80,2,4,0.5719256986740754,7507,7929,0,490,0,10,1499,30,989,0
64531,53,2,2,2.335884805784917,5209,3514,4,258,5,16,1320,28,1401,0
62605,80,0,1,6.741152973547979,4303,3013,1,485,5,21,1446,41,1272,0
42602,21,1,0,1.1278267078988302,8911,9673,5,279,2,18,920,44,264,0
53163,443,1,3,0.22851928000637112,7998,3175,2,458,0,46,1134,,850,0
13253,25,0,6,0.7872533504342325,741,812,1,140,3,17,450,44,303,0
26843,443,0,6,0.5236906566441976,4643,5611,3,283,0,38,84,31,285,0
45649,443,2,1,1.0113561917663132,9579,5037,4,6,5,25,344,5,862,0
13980,22,1,3,2.6795542301343787,6792,6208,1,373,0,49,1316,30,260,0
47558,25,0,5,,,7025,3,46,1,12,118,17,399,0
25557,22,0,4,0.46821845826879094,673,7718,3,240,0,41,1193,1,223,0
13365,80,0,1,3.1702358304130662,3643,3997,5,331,5,13,1311,,1002,0
50899,21,0,0,1.5022077957176199,9528,8889,1,370,4,34,1028,32,151,0
7283,443,2,6,1.7537962308256927,9488,9397,2,317,3,7,70,1,852,1
29686,53,2,5,4.418180789981861,2410,9790,3,128,2,39,556,12,733,0
29495,80,2,6,0.0626216960924395,34,,2,229,1,46,583,15,1367,0
19280,22,0,6,0.88632149062024,2134,,5,146,5,48,1242,47,1446,0
58966,443,2,5,1.0226534358226125,3827,5214,0,118,2,13,341,42,642,0
38905,443,2,2,2.191535687386178,4247,1344,4,401,0,27,1162,23,473,0
34289,80,1,3,2.926513565239211,4952,,4,32,3,44,1162,25,545,0
17516,80,1,6,0.7381482896091893,9503,1892,5,95,2,27,1298,5,1031,0
12845,110,1,2,1.833816959527206,1400,4991,5,5,5,42,434,47,974,0
15663,443,1,1,1.1880090080273722,4838,9783,5,102,5,2,85,26,1362,1
51229,443,0,5,0.35764006942490933,2055,5048,5,47,4,8,1102,,1103,0
57650,53,1,4,0.7065766075607325,7379,1165,0,398,0,18,1267,6,595,0
35715,443,2,5,0.17333308780960488,5504,,5,68,2,6,492,,209,0
58737,22,1,3,1.5637891260696513,1192,2342,3,24,0,1,1241,10,411,0
32432,22,2,4,1.2243037921098117,8808,3709,0,61,0,39,1463,37,189,0
48660,21,1,2,0.35517201610713056,3103,3489,5,151,3,6,500,27,1342,0
18196,53,2,1,1.9264489606721993,9632,8911,4,71,5,42,217,,606,0
22261,80,2,5,0.8427345490040717,,1196,2,112,5,6,801,4,804,0
44969,25,2,5,2.473290774189597,,2347,1,145,4,27,1186,11,1283,0
20059,22,1,0,2.67238307521469,2260,,4,150,2,,525,13,339,0
57164,25,1,4,0.4478220176409893,8623,1097,2,263,2,46,833,5,936,0
34045,25,1,3,0.38730071018881396,,6023,2,201,2,45,357,11,620,0
